"","vxtyp"
"6.9150598805041","baseline"
"0.0893869521680204","baseline"
"0.855242715280701","baseline"
"6.18209636745916","baseline"
"22.1616569355079","baseline"
"16.9009888769349","baseline"
"0.654399236619362","baseline"
"0.263202549594607","baseline"
"1.03012985187422","baseline"
"31.471374006032","PPI _ 0 _ 0 _ 5"
"0.531517691742962","PPI _ 0 _ 0 _ 5"
"9.68486426016426","PPI _ 0 _ 0 _ 5"
"28.6449251030468","PPI _ 0 _ 0 _ 5"
"90.3549874188659","PPI _ 0 _ 0 _ 5"
"70.0353384172069","PPI _ 0 _ 0 _ 5"
"7.28492512076751","PPI _ 0 _ 0 _ 5"
"5.61342629932274","PPI _ 0 _ 0 _ 5"
"10.887113669588","PPI _ 0 _ 0 _ 5"
"31.471374006032","PPI _ 0 _ 0 _ 10"
"0.531517691742962","PPI _ 0 _ 0 _ 10"
"9.68486426016426","PPI _ 0 _ 0 _ 10"
"28.6449251030468","PPI _ 0 _ 0 _ 10"
"90.3549874188659","PPI _ 0 _ 0 _ 10"
"70.0353384172069","PPI _ 0 _ 0 _ 10"
"7.2849251207675","PPI _ 0 _ 0 _ 10"
"5.61342629932274","PPI _ 0 _ 0 _ 10"
"10.887113669588","PPI _ 0 _ 0 _ 10"
"31.471374006032","PPI _ 0 _ 0 _ 100"
"0.531517691742962","PPI _ 0 _ 0 _ 100"
"9.68486426016426","PPI _ 0 _ 0 _ 100"
"28.6449251030468","PPI _ 0 _ 0 _ 100"
"90.3549874188659","PPI _ 0 _ 0 _ 100"
"70.035338417207","PPI _ 0 _ 0 _ 100"
"7.28492512076751","PPI _ 0 _ 0 _ 100"
"5.61342629932274","PPI _ 0 _ 0 _ 100"
"10.887113669588","PPI _ 0 _ 0 _ 100"
"22.8155594792393","PPI _ 0 _ 0.5 _ 5"
"0.330785860474356","PPI _ 0 _ 0.5 _ 5"
"5.59958103523458","PPI _ 0 _ 0.5 _ 5"
"20.2845607197479","PPI _ 0 _ 0.5 _ 5"
"68.2635349227034","PPI _ 0 _ 0.5 _ 5"
"52.466074864398","PPI _ 0 _ 0.5 _ 5"
"4.21815143983741","PPI _ 0 _ 0.5 _ 5"
"3.19739230987204","PPI _ 0 _ 0.5 _ 5"
"6.30891299370681","PPI _ 0 _ 0.5 _ 5"
"16.9210247349976","PPI _ 0 _ 0.5 _ 10"
"0.258789178603733","PPI _ 0 _ 0.5 _ 10"
"3.70589866891289","PPI _ 0 _ 0.5 _ 10"
"14.7928819907031","PPI _ 0 _ 0.5 _ 10"
"51.523632440521","PPI _ 0 _ 0.5 _ 10"
"39.4302381700731","PPI _ 0 _ 0.5 _ 10"
"2.80210120449092","PPI _ 0 _ 0.5 _ 10"
"2.05814132610633","PPI _ 0 _ 0.5 _ 10"
"4.19245542288916","PPI _ 0 _ 0.5 _ 10"
"17.0543930026052","PPI _ 0 _ 0.5 _ 100"
"0.259538772259714","PPI _ 0 _ 0.5 _ 100"
"3.53036352232556","PPI _ 0 _ 0.5 _ 100"
"15.1230859250183","PPI _ 0 _ 0.5 _ 100"
"52.1847886327088","PPI _ 0 _ 0.5 _ 100"
"39.9824199255874","PPI _ 0 _ 0.5 _ 100"
"2.67278629974639","PPI _ 0 _ 0.5 _ 100"
"1.74637716557529","PPI _ 0 _ 0.5 _ 100"
"4.05714637497626","PPI _ 0 _ 0.5 _ 100"
"15.984913124615","PPI _ 0 _ 1 _ 5"
"0.188248244924375","PPI _ 0 _ 1 _ 5"
"2.96011789552129","PPI _ 0 _ 1 _ 5"
"13.9590091157677","PPI _ 0 _ 1 _ 5"
"49.6635727300427","PPI _ 0 _ 1 _ 5"
"37.9081519908865","PPI _ 0 _ 1 _ 5"
"2.23336285965276","PPI _ 0 _ 1 _ 5"
"1.62221951105042","PPI _ 0 _ 1 _ 5"
"3.35517711944844","PPI _ 0 _ 1 _ 5"
"6.70494068393048","PPI _ 0 _ 1 _ 10"
"0.0944318218070711","PPI _ 0 _ 1 _ 10"
"0.955135315773924","PPI _ 0 _ 1 _ 10"
"5.70635129102148","PPI _ 0 _ 1 _ 10"
"21.3956205136372","PPI _ 0 _ 1 _ 10"
"16.2304462826861","PPI _ 0 _ 1 _ 10"
"0.729468860343281","PPI _ 0 _ 1 _ 10"
"0.481314561124356","PPI _ 0 _ 1 _ 10"
"1.09504583798311","PPI _ 0 _ 1 _ 10"
"7.3405758088137","PPI _ 0 _ 1 _ 100"
"0.100520038789828","PPI _ 0 _ 1 _ 100"
"0.941248196169735","PPI _ 0 _ 1 _ 100"
"6.62085986116168","PPI _ 0 _ 1 _ 100"
"23.4255831911861","PPI _ 0 _ 1 _ 100"
"17.8931693269337","PPI _ 0 _ 1 _ 100"
"0.720819064048409","PPI _ 0 _ 1 _ 100"
"0.250618511198725","PPI _ 0 _ 1 _ 100"
"1.14517835194104","PPI _ 0 _ 1 _ 100"
"28.2760462119781","PPI _ 0.5 _ 0 _ 5"
"0.431084511416115","PPI _ 0.5 _ 0 _ 5"
"7.14759060009326","PPI _ 0.5 _ 0 _ 5"
"25.1170869361691","PPI _ 0.5 _ 0 _ 5"
"84.2382607107719","PPI _ 0.5 _ 0 _ 5"
"64.7713182239596","PPI _ 0.5 _ 0 _ 5"
"5.38658117818611","PPI _ 0.5 _ 0 _ 5"
"4.11155899471886","PPI _ 0.5 _ 0 _ 5"
"8.04408974437525","PPI _ 0.5 _ 0 _ 5"
"26.3036072121682","PPI _ 0.5 _ 0 _ 10"
"0.39802960170829","PPI _ 0.5 _ 0 _ 10"
"5.72475639296334","PPI _ 0.5 _ 0 _ 10"
"23.0828884034204","PPI _ 0.5 _ 0 _ 10"
"80.122552065256","PPI _ 0.5 _ 0 _ 10"
"61.3411566504756","PPI _ 0.5 _ 0 _ 10"
"4.32813850321295","PPI _ 0.5 _ 0 _ 10"
"3.13588323740751","PPI _ 0.5 _ 0 _ 10"
"6.48921261730523","PPI _ 0.5 _ 0 _ 10"
"26.1170490660137","PPI _ 0.5 _ 0 _ 100"
"0.394317997468763","PPI _ 0.5 _ 0 _ 100"
"5.35823410663423","PPI _ 0.5 _ 0 _ 100"
"23.0215976778864","PPI _ 0.5 _ 0 _ 100"
"80.0761792800515","PPI _ 0.5 _ 0 _ 100"
"61.28987223359","PPI _ 0.5 _ 0 _ 100"
"4.05674216163665","PPI _ 0.5 _ 0 _ 100"
"2.66876427496861","PPI _ 0.5 _ 0 _ 100"
"6.15239462312648","PPI _ 0.5 _ 0 _ 100"
"21.7110074858869","PPI _ 0.5 _ 0.5 _ 5"
"0.29698876496201","PPI _ 0.5 _ 0.5 _ 5"
"4.74847292476134","PPI _ 0.5 _ 0.5 _ 5"
"19.0552616911634","PPI _ 0.5 _ 0.5 _ 5"
"66.1079571825258","PPI _ 0.5 _ 0.5 _ 5"
"50.6155603834158","PPI _ 0.5 _ 0.5 _ 5"
"3.58133696394457","PPI _ 0.5 _ 0.5 _ 5"
"2.69844069128079","PPI _ 0.5 _ 0.5 _ 5"
"5.35381633254853","PPI _ 0.5 _ 0.5 _ 5"
"15.6167980230623","PPI _ 0.5 _ 0.5 _ 10"
"0.224441760338647","PPI _ 0.5 _ 0.5 _ 10"
"2.74616021933815","PPI _ 0.5 _ 0.5 _ 10"
"13.4230042583898","PPI _ 0.5 _ 0.5 _ 10"
"48.8556965953781","PPI _ 0.5 _ 0.5 _ 10"
"37.1897619559837","PPI _ 0.5 _ 0.5 _ 10"
"2.08499256800469","PPI _ 0.5 _ 0.5 _ 10"
"1.45756519460308","PPI _ 0.5 _ 0.5 _ 10"
"3.12666056298649","PPI _ 0.5 _ 0.5 _ 10"
"15.7804382643511","PPI _ 0.5 _ 0.5 _ 100"
"0.2252632835735","PPI _ 0.5 _ 0.5 _ 100"
"2.53424240359244","PPI _ 0.5 _ 0.5 _ 100"
"13.8428359726235","PPI _ 0.5 _ 0.5 _ 100"
"49.6536959262851","PPI _ 0.5 _ 0.5 _ 100"
"37.8632411887934","PPI _ 0.5 _ 0.5 _ 100"
"1.92885287289522","PPI _ 0.5 _ 0.5 _ 100"
"1.06079496512304","PPI _ 0.5 _ 0.5 _ 100"
"2.96932635410448","PPI _ 0.5 _ 0.5 _ 100"
"15.9294389773669","PPI _ 0.5 _ 1 _ 5"
"0.187700703135245","PPI _ 0.5 _ 1 _ 5"
"2.9206321108212","PPI _ 0.5 _ 1 _ 5"
"13.8629603997727","PPI _ 0.5 _ 1 _ 5"
"49.5657438493132","PPI _ 0.5 _ 1 _ 5"
"37.8109100336339","PPI _ 0.5 _ 1 _ 5"
"2.20408629243333","PPI _ 0.5 _ 1 _ 5"
"1.6093276077159","PPI _ 0.5 _ 1 _ 5"
"3.30783858392997","PPI _ 0.5 _ 1 _ 5"
"6.6768433525137","PPI _ 0.5 _ 1 _ 10"
"0.09405619017219","PPI _ 0.5 _ 1 _ 10"
"0.936129183609798","PPI _ 0.5 _ 1 _ 10"
"5.6567306606231","PPI _ 0.5 _ 1 _ 10"
"21.344872232355","PPI _ 0.5 _ 1 _ 10"
"16.1800694212864","PPI _ 0.5 _ 1 _ 10"
"0.715347431656958","PPI _ 0.5 _ 1 _ 10"
"0.476470986208044","PPI _ 0.5 _ 1 _ 10"
"1.07185776119985","PPI _ 0.5 _ 1 _ 10"
"7.3405758088137","PPI _ 0.5 _ 1 _ 100"
"0.100520038789828","PPI _ 0.5 _ 1 _ 100"
"0.941248196169735","PPI _ 0.5 _ 1 _ 100"
"6.62085986116168","PPI _ 0.5 _ 1 _ 100"
"23.4255831911861","PPI _ 0.5 _ 1 _ 100"
"17.8931693269337","PPI _ 0.5 _ 1 _ 100"
"0.720819064048409","PPI _ 0.5 _ 1 _ 100"
"0.250618511198725","PPI _ 0.5 _ 1 _ 100"
"1.14517835194104","PPI _ 0.5 _ 1 _ 100"
"25.6537206095064","PPI _ 1 _ 0 _ 5"
"0.351206031609867","PPI _ 1 _ 0 _ 5"
"5.17266532726813","PPI _ 1 _ 0 _ 5"
"22.2850108666872","PPI _ 1 _ 0 _ 5"
"78.9975767806138","PPI _ 1 _ 0 _ 5"
"60.3239361099052","PPI _ 1 _ 0 _ 5"
"3.90852581833012","PPI _ 1 _ 0 _ 5"
"2.95006732446966","PPI _ 1 _ 0 _ 5"
"5.82896438569384","PPI _ 1 _ 0 _ 5"
"22.535359045932","PPI _ 1 _ 0 _ 10"
"0.304067561554151","PPI _ 1 _ 0 _ 10"
"3.08829072142918","PPI _ 1 _ 0 _ 10"
"19.2145344929576","PPI _ 1 _ 0 _ 10"
"72.1266965022385","PPI _ 1 _ 0 _ 10"
"54.7046761130293","PPI _ 1 _ 0 _ 10"
"2.35829756440134","PPI _ 1 _ 0 _ 10"
"1.50743873437487","PPI _ 1 _ 0 _ 10"
"3.5550889949547","PPI _ 1 _ 0 _ 10"
"22.2704079044864","PPI _ 1 _ 0 _ 100"
"0.29899272868663","PPI _ 1 _ 0 _ 100"
"2.5551423208767","PPI _ 1 _ 0 _ 100"
"19.162024546142","PPI _ 1 _ 0 _ 100"
"72.0658736952815","PPI _ 1 _ 0 _ 100"
"54.6465912094178","PPI _ 1 _ 0 _ 100"
"1.96360460612764","PPI _ 1 _ 0 _ 100"
"0.808843792082556","PPI _ 1 _ 0 _ 100"
"3.07079365602065","PPI _ 1 _ 0 _ 100"
"20.7100192737389","PPI _ 1 _ 0.5 _ 5"
"0.266915893967994","PPI _ 1 _ 0.5 _ 5"
"3.99932039882938","PPI _ 1 _ 0.5 _ 5"
"17.9528595762016","PPI _ 1 _ 0.5 _ 5"
"64.1095777115898","PPI _ 1 _ 0.5 _ 5"
"48.9122605822919","PPI _ 1 _ 0.5 _ 5"
"3.02072186611668","PPI _ 1 _ 0.5 _ 5"
"2.26138739885243","PPI _ 1 _ 0.5 _ 5"
"4.51250423814039","PPI _ 1 _ 0.5 _ 5"
"14.4997085331919","PPI _ 1 _ 0.5 _ 10"
"0.195657958872982","PPI _ 1 _ 0.5 _ 10"
"1.96466736117957","PPI _ 1 _ 0.5 _ 10"
"12.2787913563729","PPI _ 1 _ 0.5 _ 10"
"46.4848067936425","PPI _ 1 _ 0.5 _ 10"
"35.2228181873474","PPI _ 1 _ 0.5 _ 10"
"1.50085296629867","PPI _ 1 _ 0.5 _ 10"
"0.97227440697712","PPI _ 1 _ 0.5 _ 10"
"2.25770325505961","PPI _ 1 _ 0.5 _ 10"
"14.6924685141292","PPI _ 1 _ 0.5 _ 100"
"0.196610220623575","PPI _ 1 _ 0.5 _ 100"
"1.72937632500944","PPI _ 1 _ 0.5 _ 100"
"12.7780951946319","PPI _ 1 _ 0.5 _ 100"
"47.3973236753071","PPI _ 1 _ 0.5 _ 100"
"35.9992765667136","PPI _ 1 _ 0.5 _ 100"
"1.32750237443904","PPI _ 1 _ 0.5 _ 100"
"0.51354345662508","PPI _ 1 _ 0.5 _ 100"
"2.08838985090481","PPI _ 1 _ 0.5 _ 100"
"15.8737418171473","PPI _ 1 _ 1 _ 5"
"0.187150988498114","PPI _ 1 _ 1 _ 5"
"2.88105166344123","PPI _ 1 _ 1 _ 5"
"13.7665548193604","PPI _ 1 _ 1 _ 5"
"49.4673949476488","PPI _ 1 _ 1 _ 5"
"37.7132017786006","PPI _ 1 _ 1 _ 5"
"2.17473931187785","PPI _ 1 _ 1 _ 5"
"1.59644148754704","PPI _ 1 _ 1 _ 5"
"3.26037572642739","PPI _ 1 _ 1 _ 5"
"6.64859126729049","PPI _ 1 _ 1 _ 10"
"0.0936786771726312","PPI _ 1 _ 1 _ 10"
"0.917051214044676","PPI _ 1 _ 1 _ 10"
"5.60684925229152","PPI _ 1 _ 1 _ 10"
"21.2937805922645","PPI _ 1 _ 1 _ 10"
"16.129376389462","PPI _ 1 _ 1 _ 10"
"0.701172507118892","PPI _ 1 _ 1 _ 10"
"0.471626575782168","PPI _ 1 _ 1 _ 10"
"1.04857688163707","PPI _ 1 _ 1 _ 10"
"7.3405758088137","PPI _ 1 _ 1 _ 100"
"0.100520038789828","PPI _ 1 _ 1 _ 100"
"0.941248196169735","PPI _ 1 _ 1 _ 100"
"6.62085986116168","PPI _ 1 _ 1 _ 100"
"23.4255831911861","PPI _ 1 _ 1 _ 100"
"17.8931693269337","PPI _ 1 _ 1 _ 100"
"0.720819064048409","PPI _ 1 _ 1 _ 100"
"0.250618511198725","PPI _ 1 _ 1 _ 100"
"1.14517835194104","PPI _ 1 _ 1 _ 100"
